GDS005;2024-05-11;359;3
GDS005;2024-05-11;359;4
GDS005;2024-05-11;359;5
GDS005;2024-05-11;372;6
GDS005;2024-05-11;372;7
GDS005;2024-05-11;372;8
GDS005;2024-05-11;365;9
GDS005;2024-05-11;340;10
GDS005;2024-05-11;340;11
GDS005;2024-05-11;340;12
GDS005;2024-05-11;340;13
GDS005;2024-05-11;372;14
GDS005;2024-05-11;372;15
GDS005;2024-05-11;359;16
GDS005;2024-05-11;359;17
GDS005;2024-05-11;359;18
GDS005;2024-05-11;359;19
GDS005;2024-05-11;359;20
GDS005;2024-05-11;359;21
GDS005;2024-05-11;359;22
GDS005;2024-05-11;359;23
GDS005;2024-05-11;359;24
GDS005;2024-05-11;359;25
GDS005;2024-05-11;359;26
GDS005;2024-05-11;359;27
GDS005;2024-05-11;359;28
GDS005;2024-05-11;359;29
GDS005;2024-05-12;344;3
GDS005;2024-05-12;344;4
GDS005;2024-05-12;344;5
GDS005;2024-05-12;360;6
GDS005;2024-05-12;333;7
GDS005;2024-05-12;353;8
GDS005;2024-05-12;328;9
GDS005;2024-05-12;328;10
GDS005;2024-05-12;328;11
GDS005;2024-05-12;328;12
GDS005;2024-05-12;360;13
GDS005;2024-05-12;333;14
GDS005;2024-05-12;328;15
GDS005;2024-05-12;344;16
GDS005;2024-05-12;344;17
GDS005;2024-05-12;344;18
GDS005;2024-05-12;344;19
GDS005;2024-05-12;344;20
GDS005;2024-05-12;344;21
GDS005;2024-05-12;344;22
GDS005;2024-05-12;344;23
GDS005;2024-05-12;344;24
GDS005;2024-05-12;344;25
GDS005;2024-05-12;344;26
GDS005;2024-05-12;344;27
GDS005;2024-05-12;344;28
GDS005;2024-05-12;344;29
GDS005;2024-05-13;395;3
GDS005;2024-05-13;395;4
GDS005;2024-05-13;395;5
GDS005;2024-05-13;414;6
GDS005;2024-05-13;407;7
GDS005;2024-05-13;382;8
GDS005;2024-05-13;382;9
GDS005;2024-05-13;382;10
GDS005;2024-05-13;382;11
GDS005;2024-05-13;414;12
GDS005;2024-05-13;414;13
GDS005;2024-05-13;382;14
GDS005;2024-05-13;382;15
GDS005;2024-05-13;395;16
GDS005;2024-05-13;395;17
GDS005;2024-05-13;395;18
GDS005;2024-05-13;395;19
GDS005;2024-05-13;395;20
GDS005;2024-05-13;395;21
GDS005;2024-05-13;395;22
GDS005;2024-05-13;395;23
GDS005;2024-05-13;395;24
GDS005;2024-05-13;395;25
GDS005;2024-05-13;395;26
GDS005;2024-05-13;395;27
GDS005;2024-05-13;395;28
GDS005;2024-05-13;395;29
GDS005;14-05-2024;351;3
GDS005;14-05-2024;351;4
GDS005;14-05-2024;351;5
GDS005;14-05-2024;367;6
GDS005;14-05-2024;333;7
GDS005;14-05-2024;333;8
GDS005;14-05-2024;333;9
GDS005;14-05-2024;342;10
GDS005;14-05-2024;374;11
GDS005;14-05-2024;333;12
GDS005;14-05-2024;342;13
GDS005;14-05-2024;333;14
GDS005;14-05-2024;333;15
GDS005;14-05-2024;351;16
GDS005;14-05-2024;351;17
GDS005;14-05-2024;351;18
GDS005;14-05-2024;351;19
GDS005;14-05-2024;351;20
GDS005;14-05-2024;351;21
GDS005;14-05-2024;351;22
GDS005;14-05-2024;351;23
GDS005;14-05-2024;351;24
GDS005;14-05-2024;351;25
GDS005;14-05-2024;351;26
GDS005;14-05-2024;351;27
GDS005;14-05-2024;351;28
GDS005;14-05-2024;351;29
GDS005;15-05-2024;361;3
GDS005;15-05-2024;361;4
GDS005;15-05-2024;361;5
GDS005;15-05-2024;333;6
GDS005;15-05-2024;333;7
GDS005;15-05-2024;333;8
GDS005;15-05-2024;382;9
GDS005;15-05-2024;414;10
GDS005;15-05-2024;333;11
GDS005;15-05-2024;382;12
GDS005;15-05-2024;333;13
GDS005;15-05-2024;333;14
GDS005;15-05-2024;333;15
GDS005;15-05-2024;361;16
GDS005;15-05-2024;361;17
GDS005;15-05-2024;361;18
GDS005;15-05-2024;361;19
GDS005;15-05-2024;361;20
GDS005;15-05-2024;361;21
GDS005;15-05-2024;361;22
GDS005;15-05-2024;361;23
GDS005;15-05-2024;361;24
GDS005;15-05-2024;361;25
GDS005;15-05-2024;361;26
GDS005;15-05-2024;361;27
GDS005;15-05-2024;361;28
GDS005;15-05-2024;361;29
GDS005;16-05-2024;370;3
GDS005;16-05-2024;370;4
GDS005;16-05-2024;370;5
GDS005;16-05-2024;333;6
GDS005;16-05-2024;333;7
GDS005;16-05-2024;382;8
GDS005;16-05-2024;414;9
GDS005;16-05-2024;333;10
GDS005;16-05-2024;382;11
GDS005;16-05-2024;333;12
GDS005;16-05-2024;333;13
GDS005;16-05-2024;333;14
GDS005;16-05-2024;382;15
GDS005;16-05-2024;370;16
GDS005;16-05-2024;370;17
GDS005;16-05-2024;370;18
GDS005;16-05-2024;370;19
GDS005;16-05-2024;370;20
GDS005;16-05-2024;370;21
GDS005;16-05-2024;370;22
GDS005;16-05-2024;370;23
GDS005;16-05-2024;370;24
GDS005;16-05-2024;370;25
GDS005;16-05-2024;370;26
GDS005;16-05-2024;370;27
GDS005;16-05-2024;370;28
GDS005;16-05-2024;370;29
GDS005;17-05-2024;389;3
GDS005;17-05-2024;389;4
GDS005;17-05-2024;389;5
GDS005;17-05-2024;382;6
GDS005;17-05-2024;382;7
GDS005;17-05-2024;414;8
GDS005;17-05-2024;414;9
GDS005;17-05-2024;382;10
GDS005;17-05-2024;382;11
GDS005;17-05-2024;382;12
GDS005;17-05-2024;382;13
GDS005;17-05-2024;382;14
GDS005;17-05-2024;382;15
GDS005;17-05-2024;389;16
GDS005;17-05-2024;389;17
GDS005;17-05-2024;389;18
GDS005;17-05-2024;389;19
GDS005;17-05-2024;389;20
GDS005;17-05-2024;389;21
GDS005;17-05-2024;389;22
GDS005;17-05-2024;389;23
GDS005;17-05-2024;389;24
GDS005;17-05-2024;389;25
GDS005;17-05-2024;389;26
GDS005;17-05-2024;389;27
GDS005;17-05-2024;389;28
GDS005;17-05-2024;389;29
GDS005;18-05-2024;406;3
GDS005;18-05-2024;406;4
GDS005;18-05-2024;406;5
GDS005;18-05-2024;402;6
GDS005;18-05-2024;402;7
GDS005;18-05-2024;422;8
GDS005;18-05-2024;410;9
GDS005;18-05-2024;402;10
GDS005;18-05-2024;402;11
GDS005;18-05-2024;402;12
GDS005;18-05-2024;402;13
GDS005;18-05-2024;383;14
GDS005;18-05-2024;402;15
GDS005;18-05-2024;406;16
GDS005;18-05-2024;406;17
GDS005;18-05-2024;406;18
GDS005;18-05-2024;406;19
GDS005;18-05-2024;406;20
GDS005;18-05-2024;406;21
GDS005;18-05-2024;406;22
GDS005;18-05-2024;406;23
GDS005;18-05-2024;406;24
GDS005;18-05-2024;406;25
GDS005;18-05-2024;406;26
GDS005;18-05-2024;406;27
GDS005;18-05-2024;406;28
GDS005;18-05-2024;406;29
GDS005;19-05-2024;379;3
GDS005;19-05-2024;379;4
GDS005;19-05-2024;379;5
GDS005;19-05-2024;400;6
GDS005;19-05-2024;333;7
GDS005;19-05-2024;382;8
GDS005;19-05-2024;333;9
GDS005;19-05-2024;333;10
GDS005;19-05-2024;333;11
GDS005;19-05-2024;382;12
GDS005;19-05-2024;382;13
GDS005;19-05-2024;333;14
GDS005;19-05-2024;414;15
GDS005;19-05-2024;379;16
GDS005;19-05-2024;379;17
GDS005;19-05-2024;379;18
GDS005;19-05-2024;379;19
GDS005;19-05-2024;379;20
GDS005;19-05-2024;379;21
GDS005;19-05-2024;379;22
GDS005;19-05-2024;379;23
GDS005;19-05-2024;379;24
GDS005;19-05-2024;379;25
GDS005;19-05-2024;379;26
GDS005;19-05-2024;379;27
GDS005;19-05-2024;379;28
GDS005;19-05-2024;379;29
GDS005;20-05-2024;361;3
GDS005;20-05-2024;361;4
GDS005;20-05-2024;361;5
GDS005;20-05-2024;386;6
GDS005;20-05-2024;354;7
GDS005;20-05-2024;354;8
GDS005;20-05-2024;354;9
GDS005;20-05-2024;354;10
GDS005;20-05-2024;354;11
GDS005;20-05-2024;354;12
GDS005;20-05-2024;354;13
GDS005;20-05-2024;386;14
GDS005;20-05-2024;354;15
GDS005;20-05-2024;361;16
GDS005;20-05-2024;361;17
GDS005;20-05-2024;361;18
GDS005;20-05-2024;361;19
GDS005;20-05-2024;361;20
GDS005;20-05-2024;361;21
GDS005;20-05-2024;361;22
GDS005;20-05-2024;361;23
GDS005;20-05-2024;361;24
GDS005;20-05-2024;361;25
GDS005;20-05-2024;361;26
GDS005;20-05-2024;361;27
GDS005;20-05-2024;361;28
GDS005;20-05-2024;361;29
GDS005;21-05-2024;358;3
GDS005;21-05-2024;358;4
GDS005;21-05-2024;358;5
GDS005;21-05-2024;354;6
GDS005;21-05-2024;333;7
GDS005;21-05-2024;333;8
GDS005;21-05-2024;333;9
GDS005;21-05-2024;354;10
GDS005;21-05-2024;354;11
GDS005;21-05-2024;333;12
GDS005;21-05-2024;386;13
GDS005;21-05-2024;333;14
GDS005;21-05-2024;333;15
GDS005;21-05-2024;358;16
GDS005;21-05-2024;358;17
GDS005;21-05-2024;358;18
GDS005;21-05-2024;358;19
GDS005;21-05-2024;358;20
GDS005;21-05-2024;358;21
GDS005;21-05-2024;358;22
GDS005;21-05-2024;358;23
GDS005;21-05-2024;358;24
GDS005;21-05-2024;358;25
GDS005;21-05-2024;358;26
GDS005;21-05-2024;358;27
GDS005;21-05-2024;358;28
GDS005;21-05-2024;358;29
GDS005;22-05-2024;358;3
GDS005;22-05-2024;358;4
GDS005;22-05-2024;358;5
GDS005;22-05-2024;333;6
GDS005;22-05-2024;333;7
GDS005;22-05-2024;333;8
GDS005;22-05-2024;354;9
GDS005;22-05-2024;354;10
GDS005;22-05-2024;333;11
GDS005;22-05-2024;386;12
GDS005;22-05-2024;333;13
GDS005;22-05-2024;333;14
GDS005;22-05-2024;333;15
GDS005;22-05-2024;358;16
GDS005;22-05-2024;358;17
GDS005;22-05-2024;358;18
GDS005;22-05-2024;358;19
GDS005;22-05-2024;358;20
GDS005;22-05-2024;358;21
GDS005;22-05-2024;358;22
GDS005;22-05-2024;358;23
GDS005;22-05-2024;358;24
GDS005;22-05-2024;358;25
GDS005;22-05-2024;358;26
GDS005;22-05-2024;358;27
GDS005;22-05-2024;358;28
GDS005;22-05-2024;358;29
GDS005;23-05-2024;358;3
GDS005;23-05-2024;358;4
GDS005;23-05-2024;358;5
GDS005;23-05-2024;333;6
GDS005;23-05-2024;333;7
GDS005;23-05-2024;354;8
GDS005;23-05-2024;354;9
GDS005;23-05-2024;333;10
GDS005;23-05-2024;386;11
GDS005;23-05-2024;333;12
GDS005;23-05-2024;333;13
GDS005;23-05-2024;333;14
GDS005;23-05-2024;354;15
GDS005;23-05-2024;358;16
GDS005;23-05-2024;358;17
GDS005;23-05-2024;358;18
GDS005;23-05-2024;358;19
GDS005;23-05-2024;358;20
GDS005;23-05-2024;358;21
GDS005;23-05-2024;358;22
GDS005;23-05-2024;358;23
GDS005;23-05-2024;358;24
GDS005;23-05-2024;358;25
GDS005;23-05-2024;358;26
GDS005;23-05-2024;358;27
GDS005;23-05-2024;358;28
GDS005;23-05-2024;358;29
GDS005;24-05-2024;386;3
GDS005;24-05-2024;386;4
GDS005;24-05-2024;386;5
GDS005;24-05-2024;382;6
GDS005;24-05-2024;382;7
GDS005;24-05-2024;382;8
GDS005;24-05-2024;382;9
GDS005;24-05-2024;414;10
GDS005;24-05-2024;382;11
GDS005;24-05-2024;382;12
GDS005;24-05-2024;382;13
GDS005;24-05-2024;382;14
GDS005;24-05-2024;382;15
GDS005;24-05-2024;386;16
GDS005;24-05-2024;386;17
GDS005;24-05-2024;386;18
GDS005;24-05-2024;386;19
GDS005;24-05-2024;386;20
GDS005;24-05-2024;386;21
GDS005;24-05-2024;386;22
GDS005;24-05-2024;386;23
GDS005;24-05-2024;386;24
GDS005;24-05-2024;386;25
GDS005;24-05-2024;386;26
GDS005;24-05-2024;386;27
GDS005;24-05-2024;386;28
GDS005;24-05-2024;386;29
GDS005;25-05-2024;386;3
GDS005;25-05-2024;386;4
GDS005;25-05-2024;386;5
GDS005;25-05-2024;382;6
GDS005;25-05-2024;366;7
GDS005;25-05-2024;382;8
GDS005;25-05-2024;414;9
GDS005;25-05-2024;382;10
GDS005;25-05-2024;382;11
GDS005;25-05-2024;382;12
GDS005;25-05-2024;366;13
GDS005;25-05-2024;382;14
GDS005;25-05-2024;366;15
GDS005;25-05-2024;386;16
GDS005;25-05-2024;386;17
GDS005;25-05-2024;386;18
GDS005;25-05-2024;386;19
GDS005;25-05-2024;386;20
GDS005;25-05-2024;386;21
GDS005;25-05-2024;386;22
GDS005;25-05-2024;386;23
GDS005;25-05-2024;386;24
GDS005;25-05-2024;386;25
GDS005;25-05-2024;386;26
GDS005;25-05-2024;386;27
GDS005;25-05-2024;386;28
GDS005;25-05-2024;386;29
GDS005;26-05-2024;377;3
GDS005;26-05-2024;377;4
GDS005;26-05-2024;377;5
GDS005;26-05-2024;382;6
GDS005;26-05-2024;333;7
GDS005;26-05-2024;414;8
GDS005;26-05-2024;333;9
GDS005;26-05-2024;333;10
GDS005;26-05-2024;333;11
GDS005;26-05-2024;382;12
GDS005;26-05-2024;382;13
GDS005;26-05-2024;333;14
GDS005;26-05-2024;382;15
GDS005;26-05-2024;377;16
GDS005;26-05-2024;377;17
GDS005;26-05-2024;377;18
GDS005;26-05-2024;377;19
GDS005;26-05-2024;377;20
GDS005;26-05-2024;377;21
GDS005;26-05-2024;377;22
GDS005;26-05-2024;377;23
GDS005;26-05-2024;377;24
GDS005;26-05-2024;377;25
GDS005;26-05-2024;377;26
GDS005;26-05-2024;377;27
GDS005;26-05-2024;377;28
GDS005;26-05-2024;377;29
GDS005;27-05-2024;358;3
GDS005;27-05-2024;358;4
GDS005;27-05-2024;358;5
GDS005;27-05-2024;354;6
GDS005;27-05-2024;386;7
GDS005;27-05-2024;354;8
GDS005;27-05-2024;354;9
GDS005;27-05-2024;354;10
GDS005;27-05-2024;354;11
GDS005;27-05-2024;354;12
GDS005;27-05-2024;354;13
GDS005;27-05-2024;354;14
GDS005;27-05-2024;354;15
GDS005;27-05-2024;358;16
GDS005;27-05-2024;358;17
GDS005;27-05-2024;358;18
GDS005;27-05-2024;358;19
GDS005;27-05-2024;358;20
GDS005;27-05-2024;358;21
GDS005;27-05-2024;358;22
GDS005;27-05-2024;358;23
GDS005;27-05-2024;358;24
GDS005;27-05-2024;358;25
GDS005;27-05-2024;358;26
GDS005;27-05-2024;358;27
GDS005;27-05-2024;358;28
GDS005;27-05-2024;358;29
GDS005;28-05-2024;355;3
GDS005;28-05-2024;355;4
GDS005;28-05-2024;355;5
GDS005;28-05-2024;386;6
GDS005;28-05-2024;333;7
GDS005;28-05-2024;333;8
GDS005;28-05-2024;333;9
GDS005;28-05-2024;354;10
GDS005;28-05-2024;354;11
GDS005;28-05-2024;333;12
GDS005;28-05-2024;354;13
GDS005;28-05-2024;333;14
GDS005;28-05-2024;319;15
GDS005;28-05-2024;355;16
GDS005;28-05-2024;355;17
GDS005;28-05-2024;355;18
GDS005;28-05-2024;355;19
GDS005;28-05-2024;355;20
GDS005;28-05-2024;355;21
GDS005;28-05-2024;355;22
GDS005;28-05-2024;355;23
GDS005;28-05-2024;355;24
GDS005;28-05-2024;355;25
GDS005;28-05-2024;355;26
GDS005;28-05-2024;355;27
GDS005;28-05-2024;355;28
GDS005;28-05-2024;355;29
GDS005;29-05-2024;352;3
GDS005;29-05-2024;352;4
GDS005;29-05-2024;352;5
GDS005;29-05-2024;333;6
GDS005;29-05-2024;333;7
GDS005;29-05-2024;333;8
GDS005;29-05-2024;354;9
GDS005;29-05-2024;354;10
GDS005;29-05-2024;333;11
GDS005;29-05-2024;354;12
GDS005;29-05-2024;333;13
GDS005;29-05-2024;319;14
GDS005;29-05-2024;319;15
GDS005;29-05-2024;352;16
GDS005;29-05-2024;352;17
GDS005;29-05-2024;352;18
GDS005;29-05-2024;352;19
GDS005;29-05-2024;352;20
GDS005;29-05-2024;352;21
GDS005;29-05-2024;352;22
GDS005;29-05-2024;352;23
GDS005;29-05-2024;352;24
GDS005;29-05-2024;352;25
GDS005;29-05-2024;352;26
GDS005;29-05-2024;352;27
GDS005;29-05-2024;352;28
GDS005;29-05-2024;352;29
GDS005;30-05-2024;374;3
GDS005;30-05-2024;374;4
GDS005;30-05-2024;374;5
GDS005;30-05-2024;333;6
GDS005;30-05-2024;333;7
GDS005;30-05-2024;410;8
GDS005;30-05-2024;410;9
GDS005;30-05-2024;333;10
GDS005;30-05-2024;415;11
GDS005;30-05-2024;333;12
GDS005;30-05-2024;333;13
GDS005;30-05-2024;333;14
GDS005;30-05-2024;382;15
GDS005;30-05-2024;374;16
GDS005;30-05-2024;374;17
GDS005;30-05-2024;374;18
GDS005;30-05-2024;374;19
GDS005;30-05-2024;374;20
GDS005;30-05-2024;374;21
GDS005;30-05-2024;374;22
GDS005;30-05-2024;374;23
GDS005;30-05-2024;374;24
GDS005;30-05-2024;374;25
GDS005;30-05-2024;374;26
GDS005;30-05-2024;374;27
GDS005;30-05-2024;374;28
GDS005;30-05-2024;374;29
GDS005;31-05-2024;378;3
GDS005;31-05-2024;378;4
GDS005;31-05-2024;378;5
GDS005;31-05-2024;382;6
GDS005;31-05-2024;382;7
GDS005;31-05-2024;382;8
GDS005;31-05-2024;382;9
GDS005;31-05-2024;383;10
GDS005;31-05-2024;382;11
GDS005;31-05-2024;348;12
GDS005;31-05-2024;348;13
GDS005;31-05-2024;348;14
GDS005;31-05-2024;383;15
GDS005;31-05-2024;378;16
GDS005;31-05-2024;378;17
GDS005;31-05-2024;378;18
GDS005;31-05-2024;378;19
GDS005;31-05-2024;378;20
GDS005;31-05-2024;378;21
GDS005;31-05-2024;378;22
GDS005;31-05-2024;378;23
GDS005;31-05-2024;378;24
GDS005;31-05-2024;378;25
GDS005;31-05-2024;378;26
GDS005;31-05-2024;378;27
GDS005;31-05-2024;378;28
GDS005;31-05-2024;378;29
GDS005;01-06-2024;422;3
GDS005;01-06-2024;422;3
GDS005;01-06-2024;422;3
GDS005;01-06-2024;422;4
GDS005;01-06-2024;422;4
GDS005;01-06-2024;422;4
GDS005;01-06-2024;422;5
GDS005;01-06-2024;422;5
GDS005;01-06-2024;422;5
GDS005;01-06-2024;425;6
GDS005;01-06-2024;425;6
GDS005;01-06-2024;425;6
GDS005;01-06-2024;425;7
GDS005;01-06-2024;425;7
GDS005;01-06-2024;425;7
GDS005;01-06-2024;425;8
GDS005;01-06-2024;425;8
GDS005;01-06-2024;425;8
GDS005;01-06-2024;429;9
GDS005;01-06-2024;429;9
GDS005;01-06-2024;429;9
GDS005;01-06-2024;425;10
GDS005;01-06-2024;425;10
GDS005;01-06-2024;425;10
GDS005;01-06-2024;394;11
GDS005;01-06-2024;394;11
GDS005;01-06-2024;394;11
GDS005;01-06-2024;394;12
GDS005;01-06-2024;394;12
GDS005;01-06-2024;394;12
GDS005;01-06-2024;394;13
GDS005;01-06-2024;394;13
GDS005;01-06-2024;394;13
GDS005;01-06-2024;429;14
GDS005;01-06-2024;429;14
GDS005;01-06-2024;429;14
GDS005;01-06-2024;429;15
GDS005;01-06-2024;429;15
GDS005;01-06-2024;429;15
GDS005;01-06-2024;422;16
GDS005;01-06-2024;422;16
GDS005;01-06-2024;422;16
GDS005;01-06-2024;422;17
GDS005;01-06-2024;422;17
GDS005;01-06-2024;422;17
GDS005;01-06-2024;422;18
GDS005;01-06-2024;422;18
GDS005;01-06-2024;422;18
GDS005;01-06-2024;422;19
GDS005;01-06-2024;422;19
GDS005;01-06-2024;422;19
GDS005;01-06-2024;422;20
GDS005;01-06-2024;422;20
GDS005;01-06-2024;422;20
GDS005;01-06-2024;422;21
GDS005;01-06-2024;422;21
GDS005;01-06-2024;422;21
GDS005;01-06-2024;422;22
GDS005;01-06-2024;422;22
GDS005;01-06-2024;422;22
GDS005;01-06-2024;422;23
GDS005;01-06-2024;422;23
GDS005;01-06-2024;422;23
GDS005;01-06-2024;422;24
GDS005;01-06-2024;422;24
GDS005;01-06-2024;422;24
GDS005;01-06-2024;422;25
GDS005;01-06-2024;422;25
GDS005;01-06-2024;422;25
GDS005;01-06-2024;422;26
GDS005;01-06-2024;422;26
GDS005;01-06-2024;422;26
GDS005;01-06-2024;422;27
GDS005;01-06-2024;422;27
GDS005;01-06-2024;422;27
GDS005;01-06-2024;422;28
GDS005;01-06-2024;422;28
GDS005;01-06-2024;422;28
GDS005;01-06-2024;422;29
GDS005;01-06-2024;422;29
GDS005;01-06-2024;422;29
GDS005;02-06-2024;372;3
GDS005;02-06-2024;372;3
GDS005;02-06-2024;372;3
GDS005;02-06-2024;372;4
GDS005;02-06-2024;372;4
GDS005;02-06-2024;372;4
GDS005;02-06-2024;372;5
GDS005;02-06-2024;372;5
GDS005;02-06-2024;372;5
GDS005;02-06-2024;382;6
GDS005;02-06-2024;382;6
GDS005;02-06-2024;382;6
GDS005;02-06-2024;333;7
GDS005;02-06-2024;333;7
GDS005;02-06-2024;333;7
GDS005;02-06-2024;383;8
GDS005;02-06-2024;383;8
GDS005;02-06-2024;383;8
GDS005;02-06-2024;333;9
GDS005;02-06-2024;333;9
GDS005;02-06-2024;333;9
GDS005;02-06-2024;333;10
GDS005;02-06-2024;333;10
GDS005;02-06-2024;333;10
GDS005;02-06-2024;333;11
GDS005;02-06-2024;333;11
GDS005;02-06-2024;333;11
GDS005;02-06-2024;348;12
GDS005;02-06-2024;348;12
GDS005;02-06-2024;348;12
GDS005;02-06-2024;383;13
GDS005;02-06-2024;383;13
GDS005;02-06-2024;383;13
GDS005;02-06-2024;333;14
GDS005;02-06-2024;333;14
GDS005;02-06-2024;333;14
GDS005;02-06-2024;383;15
GDS005;02-06-2024;383;15
GDS005;02-06-2024;383;15
GDS005;02-06-2024;372;16
GDS005;02-06-2024;372;16
GDS005;02-06-2024;372;16
GDS005;02-06-2024;372;17
GDS005;02-06-2024;372;17
GDS005;02-06-2024;372;17
GDS005;02-06-2024;372;18
GDS005;02-06-2024;372;18
GDS005;02-06-2024;372;18
GDS005;02-06-2024;372;19
GDS005;02-06-2024;372;19
GDS005;02-06-2024;372;19
GDS005;02-06-2024;372;20
GDS005;02-06-2024;372;20
GDS005;02-06-2024;372;20
